f0_,a_stn,a_wban,lat,lon,elev,year,mo,da,temp,dewp,stp,visib,wdsp,mxpsd,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
47,747808,63803,33.98,-83.963,+0323.4,2016,04,20,74.0,50.8,981.4,10.0,5.1,9.9,80.6,60.8,0.0,999.9,0,0,0,0,0,0
48,747808,63803,33.98,-83.963,+0323.4,2016,09,22,81.3,65.0,979.7,10.0,4.2,8.0,89.6,68.0,0.0,999.9,0,0,0,0,0,0
49,747808,63803,33.98,-83.963,+0323.4,2016,12,06,51.0,48.1,970.5,2.5,5.6,9.9,51.8,50.0,99.99,999.9,0,1,0,0,0,0
50,747808,63803,33.98,-83.963,+0323.4,2016,04,29,78.7,51.1,977.9,10.0,0.9,8.0,87.8,57.2,0.0,999.9,0,0,0,0,0,0
51,747808,63803,33.98,-83.963,+0323.4,2016,12,21,47.8,27.6,985.8,9.6,3.9,12.0,62.6,30.2,0.0,999.9,0,0,0,0,0,0
52,747808,63803,33.98,-83.963,+0323.4,2016,06,06,75.8,70.0,973.3,10.0,2.4,6.0,80.6,68.0,0.0,999.9,0,0,0,0,0,0
53,747808,63803,33.98,-83.963,+0323.4,2016,11,07,62.1,39.4,988.9,10.0,5.4,9.9,73.4,48.2,0.0,999.9,0,0,0,0,0,0
54,747808,63803,33.98,-83.963,+0323.4,2016,11,11,58.2,31.8,978.8,4.9,6.5,9.9,69.8,42.8,0.0,999.9,0,0,0,0,0,0
55,747808,63803,33.98,-83.963,+0323.4,2016,09,20,81.3,66.4,979.9,10.0,4.6,7.0,89.6,69.8,0.0,999.9,0,0,0,0,0,0
56,747808,63803,33.98,-83.963,+0323.4,2016,12,04,43.9,40.9,981.6,3.0,9.6,14.0,46.4,42.8,99.99,999.9,0,1,0,0,0,0
57,747808,63803,33.98,-83.963,+0323.4,2016,11,15,57.0,37.4,976.4,3.6,5.9,12.0,69.8,39.2,0.0,999.9,0,0,0,0,0,0
58,747808,63803,33.98,-83.963,+0323.4,2016,12,19,44.0,36.2,992.6,8.6,7.5,12.0,50.0,37.4,99.99,999.9,0,1,0,0,0,0
59,747808,63803,33.98,-83.963,+0323.4,2016,05,18,72.9,63.2,978.2,8.9,4.6,6.0,80.6,64.4,0.0,999.9,0,0,0,0,0,0
60,747808,63803,33.98,-83.963,+0323.4,2016,08,24,78.0,72.8,986.0,6.0,2.3,8.0,80.6,73.4,99.99,999.9,0,1,0,0,0,0
61,747808,63803,33.98,-83.963,+0323.4,2016,01,25,43.6,25.4,984.9,10.0,3.0,7.0,55.4,26.6,0.0,999.9,0,0,0,0,0,0
62,747808,63803,33.98,-83.963,+0323.4,2016,08,13,83.0,71.8,979.4,9.8,5.9,13.0,89.6,71.6,0.0,999.9,0,0,0,0,0,0
63,747808,63803,33.98,-83.963,+0323.4,2016,08,07,83.4,73.8,974.8,9.0,1.4,13.0,91.4,73.4,0.0,999.9,0,0,0,0,0,0
64,747808,63803,33.98,-83.963,+0323.4,2016,02,04,47.8,32.7,979.0,10.0,10.4,15.9,55.4,39.2,0.0,999.9,0,0,0,0,0,0
65,747808,63803,33.98,-83.963,+0323.4,2016,05,03,71.4,60.8,973.8,9.1,9.1,14.0,75.2,64.4,0.0,999.9,0,0,0,0,0,0
66,747808,63803,33.98,-83.963,+0323.4,2016,10,09,72.0,39.7,982.2,10.0,6.1,14.0,82.4,57.2,0.0,999.9,0,0,0,0,0,0
67,747808,63803,33.98,-83.963,+0323.4,2016,02,17,48.0,37.3,981.2,9.4,7.3,9.9,53.6,39.2,99.99,999.9,0,1,0,0,0,0
68,747808,63803,33.98,-83.963,+0323.4,2016,06,02,77.4,69.1,980.3,9.3,3.5,13.0,87.8,66.2,99.99,999.9,0,1,0,0,0,0
69,747808,63803,33.98,-83.963,+0323.4,2016,01,03,46.0,21.1,978.7,10.0,7.6,12.0,55.4,37.4,0.0,999.9,0,0,0,0,0,0
70,747808,63803,33.98,-83.963,+0323.4,2016,03,18,65.4,34.3,976.1,10.0,2.4,8.0,75.2,44.6,0.0,999.9,0,0,0,0,0,0
71,747810,13857,30.967,-83.2,+0071.0,2016,06,26,82.9,71.8,1010.1,10.0,6.3,17.1,98.4,74.7,99.99,999.9,0,1,0,0,1,0
72,747812,63813,34.013,-84.599,+0317.0,2016,08,18,83.6,67.5,980.9,10.0,4.5,13.0,93.2,73.4,0.0,999.9,0,0,0,0,0,0
73,747812,63813,34.013,-84.599,+0317.0,2016,09,17,79.4,63.1,981.4,10.0,6.7,11.1,84.2,69.8,0.0,999.9,0,0,0,0,0,0
74,747812,63813,34.013,-84.599,+0317.0,2016,03,26,58.5,52.3,981.5,6.6,7.8,47.0,64.4,48.2,0.0,999.9,0,0,0,0,0,0
75,747812,63813,34.013,-84.599,+0317.0,2016,09,05,78.7,62.1,984.8,10.0,3.6,7.0,87.8,66.2,0.0,999.9,0,0,0,0,0,0
76,747812,63813,34.013,-84.599,+0317.0,2016,04,13,61.0,44.7,983.7,10.0,9.5,19.4,64.4,55.4,0.0,999.9,0,0,0,0,0,0
77,747812,63813,34.013,-84.599,+0317.0,2016,02,22,59.0,55.5,977.9,5.9,2.7,8.0,60.8,57.2,99.99,999.9,0,1,0,0,1,0
78,747812,63813,34.013,-84.599,+0317.0,2016,04,12,61.2,53.2,982.1,9.3,5.5,12.0,66.2,57.2,0.0,999.9,0,0,0,0,0,0
79,747812,63813,34.013,-84.599,+0317.0,2016,12,01,49.4,34.4,980.3,10.0,8.2,12.0,57.2,39.2,0.0,999.9,0,0,0,0,0,0
80,747812,63813,34.013,-84.599,+0317.0,2016,05,31,82.2,60.2,975.8,10.0,2.7,7.0,89.6,69.8,0.0,999.9,0,0,0,0,0,0
81,722090,03875,31.883,-81.567,+0013.7,2016,03,23,64.0,45.5,1021.5,10.0,4.6,14.0,78.6,42.6,0.0,999.9,0,0,0,0,0,0
82,747808,63803,33.98,-83.963,+0323.4,2016,03,13,69.5,58.3,974.6,8.8,7.5,13.0,75.2,60.8,99.99,999.9,0,1,0,0,0,0
83,747810,13857,30.967,-83.2,+0071.0,2016,03,23,63.6,44.5,1014.5,10.0,5.4,12.0,77.2,41.0,0.0,999.9,0,0,0,0,0,0
84,747812,63813,34.013,-84.599,+0317.0,2016,03,11,70.7,57.1,984.3,10.0,3.7,7.0,75.2,60.8,0.0,999.9,0,0,0,0,0,0
85,747812,63813,34.013,-84.599,+0317.0,2016,10,02,69.1,53.4,980.3,10.0,1.5,5.1,80.6,55.4,0.0,999.9,0,0,0,0,0,0
86,747812,63813,34.013,-84.599,+0317.0,2016,08,09,80.5,71.3,977.3,9.0,9.4,14.0,87.8,75.2,0.0,999.9,0,0,0,0,0,0
87,747812,63813,34.013,-84.599,+0317.0,2016,09,11,80.5,63.6,980.4,10.0,4.4,8.9,87.8,71.6,0.0,999.9,0,0,0,0,0,0
88,747812,63813,34.013,-84.599,+0317.0,2016,09,29,67.6,46.8,977.7,10.0,6.2,9.9,77.0,57.2,0.0,999.9,0,0,0,0,0,0
89,747812,63813,34.013,-84.599,+0317.0,2016,07,30,81.1,70.2,978.3,10.0,4.4,11.1,87.8,73.4,0.0,999.9,0,0,0,0,0,0
90,747812,63813,34.013,-84.599,+0317.0,2016,10,27,69.3,53.7,987.0,10.0,4.8,8.9,78.8,59.0,0.0,999.9,0,0,0,0,0,0
91,747812,63813,34.013,-84.599,+0317.0,2016,03,05,48.4,32.5,983.4,10.0,1.6,8.0,60.8,32.0,0.0,999.9,0,0,0,0,0,0
92,720257,63835,31.397,-84.895,+0065.2,2016,03,30,67.7,52.1,1012.9,10.0,1.0,11.1,78.8,51.8,0.0,999.9,0,0,0,0,0,0
93,722090,03875,31.883,-81.567,+0013.7,2016,06,16,84.3,73.9,1009.5,10.0,9.2,15.9,92.5,75.2,0.0,999.9,0,0,0,0,0,0
94,722270,13864,33.917,-84.517,+0325.5,2016,07,18,84.3,70.4,985.3,10.0,4.5,8.9,91.9,73.2,0.0,999.9,0,0,0,0,0,0
95,722270,13864,33.917,-84.517,+0325.5,2016,03,23,59.5,42.9,983.0,9.8,6.1,14.0,72.3,42.8,0.0,999.9,0,0,0,0,0,0
96,747812,63813,34.013,-84.599,+0317.0,2016,11,20,44.9,13.5,987.2,10.0,8.5,19.4,51.8,35.6,0.0,999.9,0,0,0,0,0,0
97,747812,63813,34.013,-84.599,+0317.0,2016,11,10,55.5,32.5,985.2,9.8,3.7,7.0,66.2,41.0,0.0,999.9,0,0,0,0,0,0
98,747812,63813,34.013,-84.599,+0317.0,2016,11,27,47.8,28.3,986.5,10.0,3.3,8.0,59.0,30.2,0.0,999.9,0,0,0,0,0,0
99,747812,63813,34.013,-84.599,+0317.0,2016,05,06,58.7,39.2,975.8,10.0,6.9,12.0,68.0,44.6,0.0,999.9,0,0,0,0,0,0
100,747812,63813,34.013,-84.599,+0317.0,2016,09,22,80.4,62.8,979.6,10.0,1.8,7.0,87.8,69.8,0.0,999.9,0,0,0,0,0,0
101,747812,63813,34.013,-84.599,+0317.0,2016,05,12,74.0,62.8,980.9,9.7,4.1,17.1,82.4,64.4,99.99,999.9,0,1,0,0,1,0
102,747812,63813,34.013,-84.599,+0317.0,2016,05,24,73.7,51.3,981.3,10.0,2.7,8.0,82.4,59.0,0.0,999.9,0,0,0,0,0,0
103,747812,63813,34.013,-84.599,+0317.0,2016,06,07,78.8,61.6,970.6,9.4,7.3,15.0,87.8,66.2,0.0,999.9,0,0,0,0,0,0
104,747812,63813,34.013,-84.599,+0317.0,2016,05,07,67.3,44.4,977.0,10.0,8.4,14.0,78.8,46.4,0.0,999.9,0,0,0,0,0,0
105,747812,63813,34.013,-84.599,+0317.0,2016,06,27,83.4,67.5,979.3,9.8,3.4,8.0,93.2,71.6,0.0,999.9,0,0,0,0,0,0
106,747812,63813,34.013,-84.599,+0317.0,2016,02,28,52.9,28.7,984.7,10.0,3.8,9.9,68.0,32.0,0.0,999.9,0,0,0,0,0,0
107,747812,63813,34.013,-84.599,+0317.0,2016,02,07,43.1,20.0,982.6,10.0,5.4,9.9,53.6,28.4,0.0,999.9,0,0,0,0,0,0
108,747812,63813,34.013,-84.599,+0317.0,2016,01,28,42.0,28.7,977.6,9.0,4.2,8.0,51.8,33.8,0.0,999.9,0,0,0,0,0,0
109,747812,63813,34.013,-84.599,+0317.0,2016,08,25,82.8,67.6,982.8,10.0,2.3,7.0,91.4,71.6,0.0,999.9,0,0,0,0,0,0
110,747812,63813,34.013,-84.599,+0317.0,2016,10,31,71.3,51.0,982.2,10.0,0.2,4.1,84.2,53.6,0.0,999.9,0,0,0,0,0,0
111,747812,63813,34.013,-84.599,+0317.0,2016,01,12,41.3,19.0,982.9,10.0,9.0,18.1,51.8,24.8,0.0,999.9,0,0,0,0,0,0
112,747812,63813,34.013,-84.599,+0317.0,2016,05,19,70.6,61.8,977.9,9.6,3.6,14.0,78.8,59.0,0.0,999.9,0,0,0,0,0,0
113,747812,63813,34.013,-84.599,+0317.0,2016,11,18,62.1,41.1,984.3,10.0,1.3,6.0,77.0,42.8,0.0,999.9,0,0,0,0,0,0
114,747812,63813,34.013,-84.599,+0317.0,2016,03,18,64.9,32.0,976.8,9.8,1.5,7.0,73.4,50.0,0.0,999.9,0,0,0,0,0,0
115,747812,63813,34.013,-84.599,+0317.0,2016,06,10,82.0,56.9,979.6,10.0,0.5,4.1,93.2,64.4,0.0,999.9,0,0,0,0,0,0
116,747812,63813,34.013,-84.599,+0317.0,2016,07,31,80.6,69.3,979.1,9.4,3.8,11.1,91.4,71.6,99.99,999.9,0,1,0,0,1,0
117,747812,63813,34.013,-84.599,+0317.0,2016,07,24,82.5,70.8,978.5,10.0,3.8,9.9,91.4,71.6,99.99,999.9,0,1,0,0,1,0
118,747812,63813,34.013,-84.599,+0317.0,2016,03,25,61.8,48.6,974.7,9.8,5.2,8.9,68.0,55.4,0.0,999.9,0,0,0,0,0,0
119,747812,63813,34.013,-84.599,+0317.0,2016,06,12,82.9,67.0,979.9,10.0,5.9,9.9,89.6,75.2,0.0,999.9,0,0,0,0,0,0
120,747812,63813,34.013,-84.599,+0317.0,2016,06,03,81.6,64.2,978.5,10.0,2.4,7.0,89.6,68.0,0.0,999.9,0,0,0,0,0,0
121,747812,63813,34.013,-84.599,+0317.0,2016,11,03,69.9,54.8,985.5,10.0,3.2,8.0,80.6,55.4,0.0,999.9,0,0,0,0,0,0
122,747805,63818,32.483,-81.737,+0057.0,2016,10,04,75.5,64.9,1009.6,10.0,5.0,11.1,84.0,68.2,0.0,999.9,0,0,0,0,0,0
123,747810,13857,30.967,-83.2,+0071.0,2016,05,02,74.4,66.4,1007.5,9.9,4.4,8.9,89.8,65.5,0.22,999.9,0,1,0,0,1,0
124,747810,13857,30.967,-83.2,+0071.0,2016,04,07,70.8,51.5,1004.1,10.0,7.9,13.0,78.8,64.4,99.99,999.9,0,1,0,0,0,0
125,720289,63836,33.53,-82.516,+0151.8,2016,07,23,83.5,75.0,1000.1,10.0,1.6,7.0,96.6,75.4,0.0,999.9,0,0,0,0,0,0
126,720294,53898,33.78,-82.816,+0196.6,2016,07,07,78.3,74.9,993.7,9.8,6.4,11.1,91.4,75.2,0.0,999.9,0,0,0,0,0,0
127,722197,53819,33.355,-84.567,+0243.2,2016,08,10,78.9,73.7,990.0,8.9,7.5,11.1,86.0,73.9,0.12,999.9,0,1,0,0,0,0
128,722175,13860,32.633,-83.6,+0089.6,2016,03,08,60.4,50.3,1013.4,9.0,3.9,11.1,77.5,36.9,0.0,999.9,1,0,0,0,0,0
129,722175,13860,32.633,-83.6,+0089.6,2016,05,03,73.7,66.7,1001.2,9.3,6.9,21.0,80.4,67.8,0.37,999.9,0,1,0,0,1,0
130,747810,13857,30.967,-83.2,+0071.0,2016,03,26,65.7,63.8,1008.2,9.8,4.0,12.0,73.4,64.2,0.19,999.9,0,1,0,0,0,0
131,747810,13857,30.967,-83.2,+0071.0,2016,05,03,75.2,67.5,1003.9,9.4,5.7,33.0,86.5,66.2,0.51,999.9,1,1,0,0,1,0
132,722134,63822,32.193,-82.372,+0083.5,2016,11,17,56.8,48.0,1008.1,10.0,0.7,5.1,80.6,44.6,0.0,999.9,0,0,0,0,0,0
133,722137,13878,31.152,-81.391,+0004.9,2016,10,17,74.6,69.5,1016.6,9.8,7.3,11.1,82.0,69.1,0.01,999.9,0,1,0,0,0,0
134,722147,53817,31.083,-83.8,+0086.3,2016,11,17,57.7,46.9,1007.8,10.0,0.1,2.9,78.8,46.4,0.0,999.9,0,0,0,0,0,0
135,722175,13860,32.633,-83.6,+0089.6,2016,02,12,48.8,36.8,1009.0,10.0,4.3,12.0,67.5,27.7,0.0,999.9,0,0,0,0,0,0
136,722175,13860,32.633,-83.6,+0089.6,2016,12,25,60.6,53.0,1015.5,9.2,2.1,6.0,78.1,48.2,0.0,999.9,1,0,0,0,0,0
137,722181,13837,33.467,-82.039,+0128.9,2016,12,22,52.6,38.5,1007.5,9.9,2.7,8.0,66.9,35.1,0.0,999.9,0,0,0,0,0,0
138,722250,13829,32.35,-85.0,+0070.7,2016,06,23,80.1,61.3,1010.7,9.8,3.8,9.9,95.4,62.1,0.0,999.9,0,0,0,0,0,0
139,722270,13864,33.917,-84.517,+0325.5,2016,04,14,60.9,51.6,981.7,9.7,6.7,15.9,69.8,48.6,0.02,999.9,0,1,0,0,0,0
140,747805,63818,32.483,-81.737,+0057.0,2016,11,17,51.9,46.5,1011.3,9.2,0.3,5.1,75.9,40.1,0.0,999.9,0,0,0,0,0,0
141,747809,03832,33.983,-83.668,+0287.4,2016,07,20,82.1,67.9,988.4,10.0,0.9,8.9,95.0,71.6,0.0,999.9,0,0,0,0,0,0
142,747810,13857,30.967,-83.2,+0071.0,2016,03,22,52.1,34.2,1017.5,9.9,2.5,8.0,70.3,37.8,0.0,999.9,0,0,0,0,0,0
143,720289,63836,33.53,-82.516,+0151.8,2016,07,20,82.7,74.1,1004.1,10.0,2.3,6.0,98.6,71.8,0.0,999.9,0,0,0,0,0,0
144,722090,03875,31.883,-81.567,+0013.7,2016,03,29,63.3,51.0,1015.7,10.0,1.4,6.0,80.1,49.8,0.0,999.9,0,0,0,0,0,0
145,722090,03875,31.883,-81.567,+0013.7,2016,02,29,56.5,41.7,1018.6,10.0,4.2,15.0,74.5,32.4,0.0,999.9,0,0,0,0,0,0
146,722090,03875,31.883,-81.567,+0013.7,2016,06,15,81.1,72.7,1012.7,9.3,3.7,28.9,92.5,73.4,0.08,999.9,0,1,0,0,0,0
147,722090,03875,31.883,-81.567,+0013.7,2016,07,06,85.3,71.3,1016.0,9.9,5.5,24.1,96.8,75.4,0.0,999.9,0,1,0,0,1,0
148,722175,13860,32.633,-83.6,+0089.6,2016,11,26,54.7,40.9,1011.8,9.7,5.1,9.9,79.5,39.2,0.0,999.9,0,0,0,0,0,0
149,722195,03888,33.779,-84.521,+0256.0,2016,01,29,43.6,27.9,982.9,10.0,5.9,15.9,57.0,24.1,0.0,999.9,0,0,0,0,0,0
150,722197,53819,33.355,-84.567,+0243.2,2016,06,23,78.8,65.4,990.5,10.0,2.9,8.9,91.9,64.9,0.0,999.9,0,0,0,0,0,0
151,722250,13829,32.35,-85.0,+0070.7,2016,11,18,54.3,42.2,1012.8,9.0,1.0,7.0,81.3,35.6,0.0,999.9,0,0,0,0,0,0
152,722250,13829,32.35,-85.0,+0070.7,2016,10,14,66.8,54.1,1013.0,10.0,2.2,8.9,87.6,51.3,0.0,999.9,0,0,0,0,0,0
153,722270,13864,33.917,-84.517,+0325.5,2016,06,24,84.2,67.7,979.3,10.0,7.4,12.0,93.0,69.8,0.0,999.9,0,0,0,0,0,0
154,722270,13864,33.917,-84.517,+0325.5,2016,11,21,45.6,11.6,982.7,10.0,9.0,12.0,58.3,36.3,0.0,999.9,0,0,0,0,0,0
155,723160,13870,31.536,-82.507,+0058.8,2016,03,19,66.6,62.0,1004.8,8.1,2.3,8.0,75.0,60.1,0.04,999.9,0,1,0,0,0,0
156,747804,13824,32.017,-81.133,+0012.5,2016,07,06,85.6,75.9,1015.9,10.0,7.6,26.0,96.8,75.2,0.0,999.9,0,1,0,0,1,0
157,747804,13824,32.017,-81.133,+0012.5,2016,06,01,78.1,73.5,1012.8,9.7,2.4,8.9,90.0,69.8,0.0,999.9,1,1,0,0,1,0
158,747804,13824,32.017,-81.133,+0012.5,2016,02,28,51.1,37.2,1021.9,9.9,3.3,12.0,69.8,31.3,0.0,999.9,0,0,0,0,0,0
159,747810,13857,30.967,-83.2,+0071.0,2016,04,25,71.6,60.1,1007.9,10.0,5.4,11.1,84.2,55.8,0.0,999.9,0,0,0,0,0,0
160,747810,13857,30.967,-83.2,+0071.0,2016,01,16,55.5,50.3,1000.8,7.4,3.7,7.0,73.2,45.7,0.77,999.9,1,0,0,0,0,0
161,747810,13857,30.967,-83.2,+0071.0,2016,06,21,77.0,62.8,1012.4,10.0,2.3,6.0,88.9,64.2,0.0,999.9,0,1,0,0,0,0
162,720257,63835,31.397,-84.895,+0065.2,2016,10,03,74.5,57.1,1006.6,10.0,0.8,6.0,91.4,62.6,0.0,999.9,0,0,0,0,0,0
163,720257,63835,31.397,-84.895,+0065.2,2016,10,31,70.1,52.2,1011.3,9.8,0.2,4.1,91.4,53.6,0.0,999.9,0,0,0,0,0,0
164,720257,63835,31.397,-84.895,+0065.2,2016,11,09,62.5,43.5,1012.3,10.0,0.3,6.0,77.0,53.6,0.0,999.9,0,0,0,0,0,0
165,720257,63835,31.397,-84.895,+0065.2,2016,04,04,61.3,46.7,1012.3,10.0,1.1,7.0,78.8,46.4,0.0,999.9,0,0,0,0,0,0
166,720257,63835,31.397,-84.895,+0065.2,2016,12,14,65.1,61.3,1009.5,8.9,1.7,7.0,68.0,62.6,99.99,999.9,0,1,0,0,1,0
167,720257,63835,31.397,-84.895,+0065.2,2016,01,08,57.3,55.1,1007.1,8.3,2.7,11.1,60.8,53.6,99.99,999.9,0,1,0,0,0,0
